Expected_jobs,City,State
647,Manns Harbor,North Carolina
1834,Ocean Isle Beach,North Carolina
23800,McAdenville,North Carolina
2048,Barker Ten Mile,North Carolina
7161,Glen Raven,North Carolina
3761,Hildebran,North Carolina
1401,West Jefferson,North Carolina
1534,Glenville,North Carolina
1467,East Laurinburg,North Carolina
4342,Cedar Rock,North Carolina
1715,Leggett,North Carolina
2708,Wagram,North Carolina
9668,Efland,North Carolina
2883,Winterville,North Carolina
1376,Hays,North Carolina
3381,Princeton,North Carolina
1279,Seagrove,North Carolina
5207,Godwin,North Carolina
21217,Davidson,North Carolina
1157,Elizabeth City,North Carolina
651,Hallsboro,North Carolina
8362,Maiden,North Carolina
23783,Cramerton,North Carolina
1958,Dover,North Carolina
0,Hoopers Creek,North Carolina
6148,Horse Shoe,North Carolina
2783,Greenville,North Carolina
5975,Hendersonville,North Carolina
704,Roxobel,North Carolina
2954,Pollocksville,North Carolina
3861,St. Helena,North Carolina
4183,Silver Lake,North Carolina
3197,Polkville,North Carolina
8135,Troutman,North Carolina
4192,Earl,North Carolina
9089,Lexington,North Carolina
4197,Patterson Springs,North Carolina
2314,Dortches,North Carolina
23917,Huntersville,North Carolina
1598,Old Hundred,North Carolina
1451,Burnsville,North Carolina
690,Wanchese,North Carolina
1744,Ellerbe,North Carolina
6109,Flat Rock,North Carolina
1416,Boardman,North Carolina
4765,Vander,North Carolina
1934,Prospect,North Carolina
7650,Alamance,North Carolina
3051,Goldsboro,North Carolina
5047,Hope Mills,North Carolina
6053,Laurel Park,North Carolina
610,Roper,North Carolina
2320,Ruffin,North Carolina
5425,Dellview,North Carolina
2660,Swansboro,North Carolina
537,Belhaven,North Carolina
20928,Westport,North Carolina
4467,Bowmore,North Carolina
3716,Gamewell,North Carolina
12710,Oak Ridge,North Carolina
1590,Dobson,North Carolina
1238,Mount Gilead,North Carolina
4898,Belwood,North Carolina
2898,Harmony,North Carolina
6111,Gerton,North Carolina
22060,Indian Trail,North Carolina
1975,Half Moon,North Carolina
18171,Creedmoor,North Carolina
1323,Maggie Valley,North Carolina
10344,Moncure,North Carolina
8218,Germanton,North Carolina
5856,Spencer,North Carolina
945,Fontana Dam,North Carolina
6298,Newton,North Carolina
22051,Ranlo,North Carolina
5216,Falcon,North Carolina
16719,Rolesville,North Carolina
2064,Pinehurst,North Carolina
4232,Denton,North Carolina
6478,Franklinville,North Carolina
7883,Woodlawn,North Carolina
2423,Oak Island,North Carolina
3338,Tar Heel,North Carolina
2362,Chocowinity,North Carolina
2083,Sunset Beach,North Carolina
1897,Whitakers,North Carolina
2341,Brogden,North Carolina
1714,Hot Springs,North Carolina
624,Ahoskie,North Carolina
5213,Columbus,North Carolina
2611,Stokes,North Carolina
1647,Emerald Isle,North Carolina
3541,Granite Falls,North Carolina
621,Bath,North Carolina
1069,Wadesboro,North Carolina
1528,Holden Beach,North Carolina
6647,Salisbury,North Carolina
1535,Valle Crucis,North Carolina
24581,Mount Holly,North Carolina
1346,Grantsboro,North Carolina
3961,Kure Beach,North Carolina
4306,Bolivia,North Carolina
2106,Pinebluff,North Carolina
5460,Danbury,North Carolina
781,Mesic,North Carolina
2350,Waynesville,North Carolina
590,Plymouth,North Carolina
1418,Bryson City,North Carolina
3508,Rutherford College,North Carolina
5980,Wentworth,North Carolina
1867,Beulaville,North Carolina
4870,Stedman,North Carolina
7523,Elon,North Carolina
3722,Burgaw,North Carolina
3504,Falkland,North Carolina
4018,Evergreen,North Carolina
916,Garland,North Carolina
2609,Robbins,North Carolina
10350,Welcome,North Carolina
2074,Elk Park,North Carolina
1723,Dobbins Heights,North Carolina
2905,Peletier,North Carolina
3326,Marshville,North Carolina
1779,Jonesville,North Carolina
1353,Pine Knoll Shores,North Carolina
2564,Bostic,North Carolina
1620,Marion,North Carolina
7478,Burlington,North Carolina
12938,Wallburg,North Carolina
1577,Henderson,North Carolina
3271,Drexel,North Carolina
5968,Valley Hill,North Carolina
4549,Henrietta,North Carolina
1939,Rosman,North Carolina
3359,Cajah's Mountain,North Carolina
4841,Red Springs,North Carolina
2034,Elroy,North Carolina
895,Hertford,North Carolina
1547,Goldston,North Carolina
1442,Raynham,North Carolina
1869,South Henderson,North Carolina
1170,Bladenboro,North Carolina
956,Teachey,North Carolina
3991,Benson,North Carolina
5808,Montreat,North Carolina
1074,Clarkton,North Carolina
1349,Dublin,North Carolina
1111,Franklin,North Carolina
8590,Bessemer City,North Carolina
959,Morven,North Carolina
3529,Connelly Springs,North Carolina
4150,Macclesfield,North Carolina
21108,Durham,North Carolina
5993,Balfour,North Carolina
119,Fairfield,North Carolina
1680,Polkton,North Carolina
6557,Catawba,North Carolina
2465,Wakulla,North Carolina
3397,Stantonsburg,North Carolina
4099,Pinetops,North Carolina
929,Gaston,North Carolina
4117,Sandy Creek,North Carolina
3885,Lenoir,North Carolina
976,Ingold,North Carolina
3047,Morganton,North Carolina
8300,Lincolnton,North Carolina
2704,Bethel,North Carolina
3345,Conetoe,North Carolina
1485,Dillsboro,North Carolina
3560,Rhodhiss,North Carolina
5949,Etowah,North Carolina
22146,Cornelius,North Carolina
1405,Ronda,North Carolina
22379,Apex,North Carolina
0,Jackson Heights,North Carolina
4414,Marshall,North Carolina
2934,Forest City,North Carolina
4052,Sea Breeze,North Carolina
5337,Rockfish,North Carolina
1214,Hamilton,North Carolina
4945,Pilot Mountain,North Carolina
4082,Hickory,North Carolina
2256,Glen Alpine,North Carolina
4253,Belville,North Carolina
1885,Foxfire,North Carolina
561,Pantego,North Carolina
22731,Cary,North Carolina
6176,Mountain Home,North Carolina
22065,Raleigh,North Carolina
1150,Macon,North Carolina
4185,Mars Hill,North Carolina
2174,Neuse Forest,North Carolina
1993,Vann Crossroads,North Carolina
7554,Rural Hall,North Carolina
2311,Sandyfield,North Carolina
929,Watha,North Carolina
857,Southern Shores,North Carolina
6038,Biltmore Forest,North Carolina
19171,Garner,North Carolina
783,Lake Waccamaw,North Carolina
4065,Skippers Corner,North Carolina
1527,Milton,North Carolina
5798,Coats,North Carolina
824,Windsor,North Carolina
1161,Warsaw,North Carolina
641,Aulander,North Carolina
6305,Mills River,North Carolina
5691,Canton,North Carolina
4518,Asheboro,North Carolina
1392,Jefferson,North Carolina
4437,Bailey,North Carolina
537,White Lake,North Carolina
15688,Fearrington Village,North Carolina
1802,Norman,North Carolina
4947,St. Pauls,North Carolina
5783,Statesville,North Carolina
7365,Madison,North Carolina
8268,Rougemont,North Carolina
2756,Ellenboro,North Carolina
818,Kelford,North Carolina
1254,Troy,North Carolina
649,Ivanhoe,North Carolina
413,Robbinsville,North Carolina
10351,Landis,North Carolina
1593,Gulf,North Carolina
5924,Dundarrach,North Carolina
1229,Lansing,North Carolina
1536,Newland,North Carolina
6379,Bent Creek,North Carolina
260,Rodanthe,North Carolina
1482,Oak City,North Carolina
730,Murfreesboro,North Carolina
6051,Fairview,North Carolina
6009,Pinnacle,North Carolina
2791,Cedar Point,North Carolina
3013,Yanceyville,North Carolina
21242,Stanley,North Carolina
11648,Pittsboro,North Carolina
21035,Marvin,North Carolina
16689,Clayton,North Carolina
1619,Sylva,North Carolina
1428,Marietta,North Carolina
737,Como,North Carolina
5643,Yadkinville,North Carolina
2041,Cove Creek,North Carolina
2978,Vanceboro,North Carolina
3815,Lucama,North Carolina
3241,Bell Arthur,North Carolina
1112,Turkey,North Carolina
4783,Saratoga,North Carolina
1637,Raemon,North Carolina
883,Winfall,North Carolina
3992,Ashley Heights,North Carolina
902,Roanoke Rapids,North Carolina
7114,Buies Creek,North Carolina
2438,Red Oak,North Carolina
2007,Centerville,North Carolina
3297,Valdese,North Carolina
2044,Taylortown,North Carolina
4793,St. Stephens,North Carolina
7554,Graham,North Carolina
748,Woodland,North Carolina
1323,Morehead City,North Carolina
7341,Lewisville,North Carolina
2902,Pikeville,North Carolina
0,Blue Clay Farms,North Carolina
22452,Spencer Mountain,North Carolina
4517,Pine Level,North Carolina
1508,McDonald,North Carolina
4019,Mountain View,North Carolina
0,Swan Quarter,North Carolina
1776,Calypso,North Carolina
1729,Bald Head Island,North Carolina
5397,Selma,North Carolina
1534,Hobgood,North Carolina
1968,Arapahoe,North Carolina
2046,Walnut Creek,North Carolina
15384,Carrboro,North Carolina
2415,Kittrell,North Carolina
4561,Misenheimer,North Carolina
7200,Tryon,North Carolina
15443,Butner,North Carolina
1424,Mount Airy,North Carolina
1647,Blowing Rock,North Carolina
11475,Southmont,North Carolina
1851,Newport,North Carolina
4264,Wilmington,North Carolina
4919,Old Fort,North Carolina
5010,Saluda,North Carolina
4085,Spring Hope,North Carolina
3003,Caswell Beach,North Carolina
6125,Bunnlevel,North Carolina
5820,Mamers,North Carolina
4945,Millingport,North Carolina
12336,Lake Norman of Catawba,North Carolina
5016,Wade,North Carolina
1353,Wilkesboro,North Carolina
17895,Mineral Springs,North Carolina
2709,Momeyer,North Carolina
3028,Love Valley,North Carolina
11900,Stokesdale,North Carolina
4046,Ogden,North Carolina
6128,Walkertown,North Carolina
2933,Salem,North Carolina
1377,Beech Mountain,North Carolina
10661,Middlesex,North Carolina
922,Jamesville,North Carolina
1264,Middleburg,North Carolina
1584,Boone,North Carolina
1081,Bolton,North Carolina
87,Hatteras,North Carolina
3858,Cameron,North Carolina
3199,Southern Pines,North Carolina
11015,Hillsborough,North Carolina
1642,Cullowhee,North Carolina
4002,Fountain,North Carolina
6391,Tobaccoville,North Carolina
21758,Green Level,North Carolina
1316,Atlantic Beach,North Carolina
8009,Smithfield,North Carolina
1475,Roxboro,North Carolina
18690,Iron Station,North Carolina
1575,Webster,North Carolina
1148,Warrenton,North Carolina
1541,Pink Hill,North Carolina
969,Harrells,North Carolina
11505,JAARS,North Carolina
2064,Kinston,North Carolina
20017,Wesley Chapel,North Carolina
1090,Magnolia,North Carolina
2331,Albemarle,North Carolina
945,Weldon,North Carolina
18058,Fuquay-Varina,North Carolina
1568,Brices Creek,North Carolina
3225,Boiling Springs,North Carolina
5592,Lake Lure,North Carolina
1754,Maxton,North Carolina
3605,Tarboro,North Carolina
9211,Sedalia,North Carolina
3973,Carolina Beach,North Carolina
665,Brunswick,North Carolina
5502,Linden,North Carolina
1969,Hoffman,North Carolina
5901,Asheville,North Carolina
4068,Castle Hayne,North Carolina
4264,Light Oak,North Carolina
3203,St. James,North Carolina
1515,Williamston,North Carolina
2309,Eden,North Carolina
2434,Grimesland,North Carolina
613,Marble,North Carolina
1799,Faison,North Carolina
7750,Bethania,North Carolina
20130,Wake Forest,North Carolina
2096,Minnesott Beach,North Carolina
5932,Swannanoa,North Carolina
17231,Youngsville,North Carolina
5049,Eastover,North Carolina
224,Waves,North Carolina
2485,Rutherfordton,North Carolina
2168,Havelock,North Carolina
1605,Foscoe,North Carolina
2824,Salemburg,North Carolina
1383,Indian Beach,North Carolina
2020,Millers Creek,North Carolina
4333,Broadway,North Carolina
3645,Princeville,North Carolina
6072,East Flat Rock,North Carolina
23379,Lowell,North Carolina
1227,Spruce Pine,North Carolina
6703,Oakboro,North Carolina
2328,Oxford,North Carolina
1341,Fairplains,North Carolina
3352,Sawmills,North Carolina
4227,Micro,North Carolina
4233,Hightsville,North Carolina
10509,Walnut Cove,North Carolina
13127,Zebulon,North Carolina
6049,Fruitland,North Carolina
4853,Ramseur,North Carolina
4458,Dunn,North Carolina
4016,Lawndale,North Carolina
2645,Nashville,North Carolina
23461,Matthews,North Carolina
2795,Aberdeen,North Carolina
4949,Weaverville,North Carolina
9460,Mount Pleasant,North Carolina
6189,East Bend,North Carolina
1473,Fairfield Harbour,North Carolina
737,Winton,North Carolina
2135,Bennett,North Carolina
993,Rich Square,North Carolina
6325,King,North Carolina
2069,River Road,North Carolina
2535,Newton Grove,North Carolina
5985,Dana,North Carolina
1745,West Marion,North Carolina
2739,Eureka,North Carolina
3444,Wilson,North Carolina
1534,Shallotte,North Carolina
4013,Caroleen,North Carolina
11032,Wilson's Mills,North Carolina
953,South Weldon,North Carolina
4709,Four Oaks,North Carolina
8702,Clemmons,North Carolina
4288,Louisburg,North Carolina
1472,Elrod,North Carolina
5009,Parkton,North Carolina
819,Kitty Hawk,North Carolina
955,McFarlan,North Carolina
1172,Norlina,North Carolina
4625,Bethlehem,North Carolina
665,Hayesville,North Carolina
5629,Silver City,North Carolina
958,Vandemere,North Carolina
1074,Gloucester,North Carolina
2199,Hassell,North Carolina
1606,Candor,North Carolina
3223,Whispering Pines,North Carolina
3656,Northlakes,North Carolina
1373,Bridgeton,North Carolina
26161,Charlotte,North Carolina
1657,Tabor City,North Carolina
1281,North Wilkesboro,North Carolina
7958,Saxapahaw,North Carolina
3841,Delco,North Carolina
1098,Coinjock,North Carolina
2282,Potters Hill,North Carolina
4535,Laurel Hill,North Carolina
3177,Carolina Shores,North Carolina
3699,Icard,North Carolina
4274,Leland,North Carolina
687,Whiteville,North Carolina
6438,Cooleemee,North Carolina
24341,Belmont,North Carolina
16376,Monroe,North Carolina
17270,High Shoals,North Carolina
1633,Varnamtown,North Carolina
2638,Robersonville,North Carolina
2113,Ruth,North Carolina
420,Creswell,North Carolina
891,South Rosemary,North Carolina
3633,Southport,North Carolina
4044,Shelby,North Carolina
1764,Cherokee,North Carolina
2903,Belvoir,North Carolina
3634,Sims,North Carolina
158,Salvo,North Carolina
1412,Badin,North Carolina
5097,Lake Royale,North Carolina
2406,Long View,North Carolina
1096,Elizabethtown,North Carolina
1237,Sparta,North Carolina
2894,Fremont,North Carolina
3734,Plain View,North Carolina
2033,Jacksonville,North Carolina
22647,Stallings,North Carolina
1104,Harkers Island,North Carolina
1659,Broad Creek,North Carolina
920,Duck,North Carolina
750,Lewiston Woodville,North Carolina
4786,Cliffside,North Carolina
6829,Kings Mountain,North Carolina
746,Andrews,North Carolina
10104,Stem,North Carolina
7651,Faith,North Carolina
1272,Stonewall,North Carolina
919,Clinton,North Carolina
5377,Fallston,North Carolina
5970,Barker Heights,North Carolina
5856,Spring Lake,North Carolina
417,Lake Santeetlah,North Carolina
1975,La Grange,North Carolina
4299,Taylorsville,North Carolina
5817,Conover,North Carolina
1275,Butters,North Carolina
744,Murphy,North Carolina
53,Engelhard,North Carolina
278,Hobucken,North Carolina
1296,Mulberry,North Carolina
1262,Beaufort,North Carolina
1052,Marshallberg,North Carolina
4176,Kings Grant,North Carolina
1515,Rowland,North Carolina
7205,Mocksville,North Carolina
7359,Cleveland,North Carolina
2718,Parmele,North Carolina
3477,Boonville,North Carolina
6113,Fletcher,North Carolina
648,Manteo,North Carolina
18336,Unionville,North Carolina
2881,White Oak,North Carolina
5003,Fayetteville,North Carolina
1120,Cerro Gordo,North Carolina
5147,Lumber Bridge,North Carolina
6114,Staley,North Carolina
2208,Mar-Mac,North Carolina
602,Edenton,North Carolina
2721,Spindale,North Carolina
7350,Reidsville,North Carolina
4849,Autryville,North Carolina
1129,Gatesville,North Carolina
129,Frisco,North Carolina
2210,Castalia,North Carolina
1743,Biscoe,North Carolina
4003,Bayshore,North Carolina
1144,Cordova,North Carolina
1446,Toast,North Carolina
1793,River Bend,North Carolina
1418,Trent Woods,North Carolina
1651,White Plains,North Carolina
2980,Maysville,North Carolina
1306,Bayboro,North Carolina
2949,Kingstown,North Carolina
3332,Hudson,North Carolina
2117,Crossnore,North Carolina
3817,Topsail Beach,North Carolina
5513,West Canton,North Carolina
2947,Surf City,North Carolina
11025,Moyock,North Carolina
2828,Mooresboro,North Carolina
15898,Chapel Hill,North Carolina
1051,Bonnetsville,North Carolina
5610,Erwin,North Carolina
21435,Lake Park,North Carolina
4179,Wrightsboro,North Carolina
7256,Red Cross,North Carolina
5511,Wingate,North Carolina
2348,Washington Park,North Carolina
2486,Bear Grass,North Carolina
3814,Brevard,North Carolina
5164,Stony Point,North Carolina
727,Pinetown,North Carolina
1057,Highlands,North Carolina
2904,Siler City,North Carolina
18007,Waxhaw,North Carolina
4124,Rocky Point,North Carolina
2697,Holly Ridge,North Carolina
1341,East Rockingham,North Carolina
3760,Riegelwood,North Carolina
1298,Ansonville,North Carolina
915,Askewville,North Carolina
1518,Sugar Mountain,North Carolina
23165,Harrisburg,North Carolina
1082,Chadbourn,North Carolina
21846,Hemby Bridge,North Carolina
4168,Wrightsville Beach,North Carolina
5101,Rex,North Carolina
1941,Oriental,North Carolina
13175,Jamestown,North Carolina
10779,Winston-Salem,North Carolina
1561,Seven Devils,North Carolina
4260,Boiling Spring Lakes,North Carolina
7835,Gibsonville,North Carolina
1911,Hollister,North Carolina
1953,Peachland,North Carolina
6587,Granite Quarry,North Carolina
6030,Rockwell,North Carolina
14899,Wendell,North Carolina
45,Ocracoke,North Carolina
4363,Five Points,North Carolina
2878,Aquadale,North Carolina
1465,Keener,North Carolina
1434,Fair Bluff,North Carolina
1865,Moravian Falls,North Carolina
19535,Dallas,North Carolina
915,Garysburg,North Carolina
1588,Cove City,North Carolina
852,Kelly,North Carolina
6022,Claremont,North Carolina
1756,Pleasant Hill,North Carolina
2865,Ayden,North Carolina
1817,Pembroke,North Carolina
10296,Forest Oaks,North Carolina
15587,Locust,North Carolina
5963,Woodfin,North Carolina
1795,Mount Olive,North Carolina
1606,Hamlet,North Carolina
22896,Mint Hill,North Carolina
4607,Lake Junaluska,North Carolina
6346,Avery Creek,North Carolina
12897,Kernersville,North Carolina
2532,Elm City,North Carolina
7540,Haw River,North Carolina
14759,Archer Lodge,North Carolina
988,Littleton,North Carolina
135,Avon,North Carolina
9547,McLeansville,North Carolina
4078,Northchase,North Carolina
5617,Cherryville,North Carolina
1120,Gibson,North Carolina
1936,East Arcadia,North Carolina
319,Atlantic,North Carolina
2460,Lattimore,North Carolina
907,Severn,North Carolina
6161,Royal Pines,North Carolina
4079,Murraysville,North Carolina
7771,Tyro,North Carolina
2261,Speed,North Carolina
939,Seaboard,North Carolina
4572,Walstonburg,North Carolina
12560,Archdale,North Carolina
687,Wallace,North Carolina
9818,China Grove,North Carolina
998,Lasker,North Carolina
7278,Altamahaw,North Carolina
1771,Elkin,North Carolina
718,Powellsville,North Carolina
686,Harrellsville,North Carolina
1286,Cashiers,North Carolina
19786,Midland,North Carolina
1381,New Bern,North Carolina
0,Chimney Rock Village,North Carolina
12620,Trinity,North Carolina
4421,Richfield,North Carolina
4072,Brookford,North Carolina
1422,Orrum,North Carolina
1438,Seven Lakes,North Carolina
0,Bayview,North Carolina
1173,Camden,North Carolina
2642,Roseboro,North Carolina
1968,Seven Springs,North Carolina
4846,Mayodan,North Carolina
3990,Northwest,North Carolina
301,Columbia,North Carolina
1801,Sunbury,North Carolina
2752,Bogue,North Carolina
3546,Kenly,North Carolina
1981,North Topsail Beach,North Carolina
1505,Lumberton,North Carolina
5485,Clyde,North Carolina
135,Buxton,North Carolina
1981,Enfield,North Carolina
17482,Enochville,North Carolina
0,Scotch Meadows,North Carolina
782,Kill Devil Hills,North Carolina
893,Lilesville,North Carolina
20107,Gastonia,North Carolina
5013,Rennert,North Carolina
1425,James City,North Carolina
1452,Banner Elk,North Carolina
3998,Porters Neck,North Carolina
900,Halifax,North Carolina
1118,Kenansville,North Carolina
8626,Randleman,North Carolina
3627,Black Creek,North Carolina
4403,Hiddenite,North Carolina
2664,Everetts,North Carolina
2396,Rocky Mount,North Carolina
8124,Swepsonville,North Carolina
3952,Hampstead,North Carolina
7276,Ossipee,North Carolina
10249,Greensboro,North Carolina
0,Deercroft,North Carolina
1329,Alliance,North Carolina
1193,Conway,North Carolina
2382,Washington,North Carolina
21098,Weddington,North Carolina
4926,Waco,North Carolina
1987,Atkinson,North Carolina
10061,Pleasant Garden,North Carolina
2028,Stoneville,North Carolina
1439,Cricket,North Carolina
1450,Laurinburg,North Carolina
21900,Holly Springs,North Carolina
2465,Sharpsburg,North Carolina
2062,Carthage,North Carolina
956,Delway,North Carolina
3448,Maury,North Carolina
2050,Sneads Ferry,North Carolina
1324,Scotland Neck,North Carolina
5160,Shannon,North Carolina
8175,Whitsett,North Carolina
1632,Star,North Carolina
5615,Raeford,North Carolina
8465,Bermuda Run,North Carolina
954,Jackson,North Carolina
3161,Calabash,North Carolina
5969,Edneyville,North Carolina
16123,Mooresville,North Carolina
3005,Summerfield,North Carolina
2498,Simpson,North Carolina
22,Langdon,North Dakota
128,Devils Lake,North Dakota
25,Wolford,North Dakota
127,Churchs Ferry,North Dakota
7,Leith,North Dakota
271,Richardton,North Dakota
26,Mercer,North Dakota
22,Jessie,North Dakota
1381,Bismarck,North Dakota
19,Heimdal,North Dakota
79,East Fairview,North Dakota
711,Burlington,North Dakota
21,Petersburg,North Dakota
323,Dickinson,North Dakota
270,Regan,North Dakota
10,Calio,North Dakota
3174,Amenia,North Dakota
6,Hannah,North Dakota
0,De Lamere,North Dakota
20,Golva,North Dakota
6,Lignite,North Dakota
34,Willow City,North Dakota
27,Rolette,North Dakota
3262,Casselton,North Dakota
44,Osnabrock,North Dakota
1057,Emerado,North Dakota
17,Marion,North Dakota
18,Shell Valley,North Dakota
122,Inkster,North Dakota
259,Sanborn,North Dakota
322,Springbrook,North Dakota
33,East Dunseith,North Dakota
28,Hannaford,North Dakota
4,Wishek,North Dakota
7,Alsen,North Dakota
10,Egeland,North Dakota
115,Hankinson,North Dakota
11,Almont,North Dakota
106,Minto,North Dakota
14,Hettinger,North Dakota
27,Fessenden,North Dakota
3286,Briarwood,North Dakota
25,Hazelton,North Dakota
15,Bantry,North Dakota
3257,Kindred,North Dakota
7,Leeds,North Dakota
7,Loma,North Dakota
1061,Manvel,North Dakota
133,Fort Totten,North Dakota
11,Glenfield,North Dakota
64,Bathgate,North Dakota
3,Calvin,North Dakota
22,Mylo,North Dakota
29,Ellendale,North Dakota
68,White Earth,North Dakota
136,Fairmount,North Dakota
3264,Reile's Acres,North Dakota
46,Fort Ransom,North Dakota
7,Crosby,North Dakota
54,Ludden,North Dakota
78,Clifford,North Dakota
37,Carrington,North Dakota
722,Minot,North Dakota
8,McClusky,North Dakota
3,Sarles,North Dakota
44,Ayr,North Dakota
13,Tolna,North Dakota
1811,Leonard,North Dakota
164,Northwood,North Dakota
36,Kensal,North Dakota
25,Berlin,North Dakota
37,Cathay,North Dakota
201,Wahpeton,North Dakota
79,Dazey,North Dakota
35,Foxholm,North Dakota
1378,Lincoln,North Dakota
713,Des Lacs,North Dakota
284,Gladstone,North Dakota
70,Galesburg,North Dakota
7,Bowbells,North Dakota
0,Porcupine,North Dakota
334,Epping,North Dakota
63,Niagara,North Dakota
60,Stanton,North Dakota
1171,Reynolds,North Dakota
8,Binford,North Dakota
1107,Gilby,North Dakota
34,Enderlin,North Dakota
43,Solen,North Dakota
21,Robinson,North Dakota
17,St. John,North Dakota
683,Granville,North Dakota
30,Beach,North Dakota
61,Hillsboro,North Dakota
148,Larimore,North Dakota
3259,Gardner,North Dakota
194,Courtenay,North Dakota
119,Barney,North Dakota
1149,Grand Forks,North Dakota
1391,Harmon,North Dakota
358,Hatton,North Dakota
117,Canton City,North Dakota
20,Lidgerwood,North Dakota
25,Turtle Lake,North Dakota
16,Fredonia,North Dakota
113,Auburn,North Dakota
726,Logan,North Dakota
16,McVille,North Dakota
11,Hansboro,North Dakota
16,Dunn Center,North Dakota
1106,Wilton,North Dakota
0,Brooktree Park,North Dakota
28,Cooperstown,North Dakota
16,White Shield,North Dakota
60,Neche,North Dakota
104,Hunter,North Dakota
76,Hamilton,North Dakota
17,Rolla,North Dakota
8,Loraine,North Dakota
3266,Mapleton,North Dakota
24,Barton,North Dakota
17,Drake,North Dakota
17,Belcourt,North Dakota
37,Rutland,North Dakota
37,Sykeston,North Dakota
16,Glen Ullin,North Dakota
80,Portland,North Dakota
7,Makoti,North Dakota
17,Douglas,North Dakota
3,Westhope,North Dakota
20,Hague,North Dakota
15,Kief,North Dakota
27,Max,North Dakota
3282,Fargo,North Dakota
193,Jamestown,North Dakota
63,Englevale,North Dakota
3276,North River,North Dakota
33,Golden Valley,North Dakota
27,Fairdale,North Dakota
63,Lansford,North Dakota
18,York,North Dakota
13,Bowman,North Dakota
64,Cogswell,North Dakota
3269,Horace,North Dakota
1,Raleigh,North Dakota
44,Mohall,North Dakota
3271,Oxbow,North Dakota
16,Bowdon,North Dakota
101,Pillsbury,North Dakota
6,Hebron,North Dakota
33,Zap,North Dakota
34,Sharon,North Dakota
98,Nome,North Dakota
31,Benedict,North Dakota
66,Pisek,North Dakota
33,Dunseith,North Dakota
7,Carson,North Dakota
25,Tuttle,North Dakota
17,Zeeland,North Dakota
10,Edmore,North Dakota
60,Milton,North Dakota
7,Hampden,North Dakota
284,Manning,North Dakota
15,Maddock,North Dakota
82,Drayton,North Dakota
681,Velva,North Dakota
66,Cavalier,North Dakota
0,Flasher,North Dakota
21,Garrison,North Dakota
3277,Frontier,North Dakota
102,Grenora,North Dakota
17,Halliday,North Dakota
704,Berthold,North Dakota
51,Oakes,North Dakota
17,Souris,North Dakota
115,Nash,North Dakota
28,Washburn,North Dakota
201,Ray,North Dakota
61,Mountain,North Dakota
48,Linton,North Dakota
8,Sherwood,North Dakota
20,Selz,North Dakota
72,Powers Lake,North Dakota
41,Mandaree,North Dakota
118,St. Thomas,North Dakota
15,Upham,North Dakota
56,Verona,North Dakota
35,Hazen,North Dakota
333,Grandin,North Dakota
11,New Leipzig,North Dakota
64,Lankin,North Dakota
10,Venturia,North Dakota
11,Sutton,North Dakota
37,New Rockford,North Dakota
23,Wing,North Dakota
11,Pekin,North Dakota
713,Minot AFB,North Dakota
722,Surrey,North Dakota
53,Pick City,North Dakota
18,Dickey,North Dakota
9,Lehr,North Dakota
315,Williston,North Dakota
42,Milnor,North Dakota
88,Watford City,North Dakota
7,Larson,North Dakota
39,Fullerton,North Dakota
3,Streeter,North Dakota
1153,Thompson,North Dakota
17,Kramer,North Dakota
42,Hope,North Dakota
19,Dodge,North Dakota
62,Amidon,North Dakota
216,Pingree,North Dakota
9,McHenry,North Dakota
28,Dahlen,North Dakota
95,Luverne,North Dakota
76,New Town,North Dakota
21,Ruso,North Dakota
51,Gwinner,North Dakota
1217,Wheatland,North Dakota
13,Towner,North Dakota
18,Bisbee,North Dakota
44,Lisbon,North Dakota
71,Stanley,North Dakota
83,Valley City,North Dakota
99,Sibley,North Dakota
38,Parshall,North Dakota
21,Harvey,North Dakota
128,Brocket,North Dakota
75,Blanchard,North Dakota
47,Pembina,North Dakota
8,Antler,North Dakota
43,Coleharbor,North Dakota
125,Starkweather,North Dakota
24,Esmond,North Dakota
4,Pettibone,North Dakota
26,Hamberg,North Dakota
40,Underwood,North Dakota
294,Alexander,North Dakota
20,Butte,North Dakota
79,Caledonia,North Dakota
6,Bucyrus,North Dakota
7,Noonan,North Dakota
129,Brinsmade,North Dakota
15,Lawton,North Dakota
712,Ruthville,North Dakota
45,Monango,North Dakota
38,Regent,North Dakota
17,Goodrich,North Dakota
32,Steele,North Dakota
14,Haynes,North Dakota
632,Carpio,North Dakota
13,Newburg,North Dakota
121,Lakota,North Dakota
139,Warwick,North Dakota
3262,Harwood,North Dakota
16,Reeder,North Dakota
15,Tolley,North Dakota
9,Kenmare,North Dakota
14,Rugby,North Dakota
6,Wales,North Dakota
9,Napoleon,North Dakota
133,Oberon,North Dakota
3263,Argusville,North Dakota
74,Four Bears Village,North Dakota
3256,Davenport,North Dakota
63,Wyndmere,North Dakota
10,Elgin,North Dakota
134,Sheyenne,North Dakota
50,Maxbass,North Dakota
81,Mayville,North Dakota
11,Mott,North Dakota
21,Michigan City,North Dakota
26,Dawson,North Dakota
45,Sentinel Butte,North Dakota
101,Fingal,North Dakota
16,Killdeer,North Dakota
20,Tappen,North Dakota
61,Elliott,North Dakota
58,Grano,North Dakota
198,Wimbledon,North Dakota
75,Grafton,North Dakota
37,Driscoll,North Dakota
6,Portal,North Dakota
722,Deering,North Dakota
6,Ashley,North Dakota
56,Center,North Dakota
